gene_id,0,3,4,6
"""LINC00880""",chr3,157081667,157123002,-
"""LINC00881""",chr3,157089881,157101135,+
"""LINC00882""",chr3,107109790,107240638,-
"""LINC00884""",chr3,194487140,194488545,+
"""LINC00885""",chr3,196142636,196160890,+
"""LINC00886""",chr3,156747343,156817062,-
"""LINC00887""",chr3,194301200,194312804,-
"""LINC00888""",chr3,183447608,183456012,+
"""LINC00889""",chrX,138614731,138617638,-
"""LINC00890""",chrX,111511662,111522399,+
"""LINC00891""",chrX,71697196,71784378,+
"""LINC00892""",chrX,136639543,136642429,+
"""LINC00893""",chrX,149527591,149539752,-
"""LINC00894""",chrX,149938548,150016787,+
"""LINC00895""",chr22,19566130,19566839,-
"""LINC00896""",chr22,20206332,20208537,+
"""LINC00898""",chr22,47621043,47631569,-
"""LINC00899""",chr22,46039907,46044868,-
"""LINC00900""",chr11,115755333,115760200,-
"""LINC00901""",chr3,116921431,116932238,+
"""LINC00904""",chr19,34892029,34898943,-
"""LINC00905""",chr19,16033713,16042135,+
"""LINC00906""",chr19,28965131,28969148,+
"""LINC00907""",chr18,42186668,42691424,+
"""LINC00908""",chr18,76528655,76559827,+
"""LINC00909""",chr18,74591774,74597835,-
"""LINC00910""",chr17,43369845,43388898,-
"""LINC00911""",chr14,85393879,85420076,+
"""LINC00917""",chr16,86331850,86345679,-
"""LINC00919""",chr16,52083065,52085109,-
"""LINC00920""",chr16,66408524,66410900,+
"""LINC00921""",chr16,3263768,3267566,+
"""LINC00922""",chr16,65284499,65576300,-
"""LINC00923""",chr15,97742616,97874429,-
"""LINC00924""",chr15,95433093,95507847,+
"""LINC00925""",chr15,89361579,89398487,+
"""LINC00926""",chr15,57300365,57307769,+
"""LINC00927""",chr15,80263068,80341805,-
"""LINC00928""",chr15,89504930,89524034,-
"""LINC00929""",chr15,26115813,26133037,+
"""LINC00930""",chr15,92567818,92572263,-
"""LINC00933""",chr15,84570649,84580181,+
"""LINC00934""",chr12,119283825,119303380,-
"""LINC00935""",chr12,48727435,48765786,+
"""LINC00936""",chr12,89708955,89711952,+
"""LINC00937""",chr12,8356964,8390752,-
"""LINC00938""",chr12,45725720,45727921,-
"""LINC00939""",chr12,125958686,125983374,-
"""LINC00940""",chr12,1929202,1936576,-
"""LINC00941""",chr12,30795681,30802711,+
"""LINC00942""",chr12,1500491,1504424,+
"""LINC00943""",chr12,126737007,126746254,+
"""LINC00944""",chr12,126730701,126772262,-
"""LINC00945""",chr21,33057829,33065079,+
"""LINC00950""",chr9,35860274,35865518,+
"""LINC00951""",chr6,40344345,40356006,-
"""LINC00954""",chr2,19868854,19885047,+
"""LINC00955""",chr4,3576869,3590985,+
"""LINC00957""",chr7,44039049,44044296,+
"""LINC00958""",chr11,12979534,12989548,-
"""LINC00959""",chr10,130063898,130110817,-
"""LINC00960""",chr3,75672281,75679303,+
"""LINC00961""",chr9,35909483,35911620,+
"""LINC00963""",chr9,129488660,129513689,+
"""LINC00964""",chr8,124942008,124951095,+
"""LINC00965""",chr8,7260619,7286358,-
"""LINC00967""",chr8,66192114,66197319,+
"""LINC00968""",chr8,56518319,56559823,-
"""LINC00969""",chr3,58995,195711875,+
"""LINC00970""",chr1,168903905,169087005,-
"""LINC00971""",chr3,84638405,84869575,-
"""LINC00974""",chr17,41549606,41554495,-
"""LINC00977""",chr8,129216467,129241240,-
"""LINC00982""",chr1,3059617,3067725,-
"""LINC00987""",chr12,9240003,9243049,+
"""LINC00989""",chr4,79492593,79576460,+
"""LINC00992""",chr5,117415512,117579744,+
"""LINC00993""",chr10,37309186,37347028,+
"""LINC00994""",chr3,64078361,64087363,-
"""LINC00996""",chr7,150433654,150448140,+
"""LINC00997""",chr7,32758286,32762924,+
"""LINC00998""",chr7,113116718,113118582,-
"""LINC00999""",chr10,38428146,38452153,+
"""LINC01000""",chr7,128641241,128660998,+
"""LINC01001""",chr11,126987,131920,-
"""LINC01002""",chr19,197016,202209,-
"""LINC01003""",chr7,152464124,152465546,+
"""LINC01004""",chr7,104981747,104991165,-
"""LINC01005""",chr7,64024416,64030102,-
"""LINC01006""",chr7,156472099,156603195,-
"""LINC01007""",chr7,101562755,101569006,-
"""LINC01010""",chr6,134437716,134504020,+
"""LINC01011""",chr6,2987967,2991171,+
"""LINC01012""",chr6,27694035,27710222,+
"""LINC01013""",chr6,132133978,132169374,+
"""LINC01014""",chr3,178419201,178457305,+
"""LINC01015""",chr6,794537,29533568,+
"""LINC01016""",chr6,33889511,33896907,-
"""LINC01017""",chr5,3496372,3504004,-
"""LINC01018""",chr5,6582136,6588500,+
"""LINC01019""",chr5,3417152,3536094,-
"""LINC01020""",chr5,5034359,5070002,+
"""LINC01021""",chr5,27472292,27496401,+
"""LINC01022""",chr7,158590629,158591933,+
"""LINC01023""",chr5,108727825,108728261,-
"""LINC01024""",chr5,140102922,140108012,-
"""LINC01028""",chr17,70051271,70068095,+
"""LINC01029""",chr18,77971296,77993727,-
"""LINC01030""",chr8,90592775,90606063,-
"""LINC01031""",chr1,193304745,193365953,+
"""LINC01032""",chr1,192935744,192948257,-
"""LINC01033""",chr5,54320944,54415125,+
"""LINC01036""",chr1,187092842,187360244,+
"""LINC01037""",chr1,187443628,187477222,+
"""LINC01038""",chr13,79804386,79805682,+
"""LINC01039""",chr13,99577112,99585979,+
"""LINC01040""",chr13,89477607,89500509,-
"""LINC01044""",chr13,123543,112331225,-
"""LINC01046""",chr13,21234568,21235204,+
"""LINC01047""",chr13,89214848,89236890,-
"""LINC01048""",chr13,37481465,37484784,-
"""LINC01049""",chr13,90493288,90535341,+
"""LINC01050""",chr13,42810366,42812562,-
"""LINC01052""",chr13,65866047,65878219,+
"""LINC01053""",chr13,25181332,25190657,+
"""LINC01054""",chr13,114329757,114333948,-
"""LINC01055""",chr13,45681199,45701184,-
"""LINC01056""",chr20,63038011,63053863,+
"""LINC01057""",chr1,94657533,94820281,-
"""LINC01058""",chr13,30419439,30422244,-
"""LINC01060""",chr4,114156,188601908,+
"""LINC01061""",chr4,119405523,119410660,-
"""LINC01063""",chr3,196631504,196632587,-
"""LINC01065""",chr13,53131746,53151900,-
"""LINC01068""",chr13,79566727,79571446,+
"""LINC01069""",chr13,77979766,77994773,-
"""LINC01070""",chr13,14459,112201001,+
"""LINC01072""",chr13,20102701,20103230,+
"""LINC01075""",chr13,62212282,62249951,+
"""LINC01078""",chr13,75240588,75252012,+
"""LINC01080""",chr13,80011077,80026663,+
"""LINC01081""",chr16,86225580,86286247,-
"""LINC01082""",chr16,86196181,86199718,+
"""LINC01085""",chr4,14111968,14140052,+
"""LINC01087""",chr2,131637025,131649615,+
"""LINC01088""",chr4,78971748,79308799,+
"""LINC01089""",chr12,121795267,121803484,-
"""LINC01090""",chr2,188035596,188287691,-
"""LINC01091""",chr4,123652785,123930363,+
"""LINC01093""",chr4,184893000,184899461,-
"""LINC01094""",chr4,78645994,78684501,+
"""LINC01095""",chr4,146109455,146121913,-
"""LINC01096""",chr4,13546076,13547824,-
"""LINC01097""",chr4,13526319,13531417,-
"""LINC01098""",chr4,177728757,177990750,+
"""LINC01099""",chr4,177812046,177907936,-
"""LINC01100""",chr3,160020649,160031423,+
"""LINC01101""",chr2,120464335,120466349,-
"""LINC01102""",chr2,104434347,104512757,+
"""LINC01103""",chr2,104488456,104510509,-
"""LINC01104""",chr2,100208254,100251484,+
"""LINC01105""",chr2,5932687,5980218,+
"""LINC01106""",chr2,110375109,110384536,-
"""LINC01107""",chr2,238510690,238555499,-
"""LINC01108""",chr6,14280127,14285454,-
"""LINC01111""",chr8,76406654,76524332,+
"""LINC01114""",chr2,104746637,104757719,-
"""LINC01115""",chr2,55780,868426,-
"""LINC01116""",chr2,176629581,176637574,-
"""LINC01117""",chr2,176637754,176655958,+
"""LINC01118""",chr2,46816668,46822660,+
"""LINC01119""",chr2,46827864,46859006,+
"""LINC01120""",chr2,131402901,131408228,+
"""LINC01121""",chr2,45174341,45254941,-
"""LINC01122""",chr2,58520753,59063766,+
"""LINC01123""",chr2,109986980,110384525,+
"""LINC01124""",chr2,170712439,170714567,-
"""LINC01125""",chr2,97669743,97703066,+
"""LINC01126""",chr2,43227211,43228855,+
"""LINC01127""",chr2,101983465,101985545,+
"""LINC01128""",chr1,827591,859446,+
"""LINC01132""",chr1,234724042,234731643,+
"""LINC01133""",chr1,159961224,159979086,+
"""LINC01134""",chr1,3900404,3915447,+
"""LINC01135""",chr1,58785151,58899712,+
"""LINC01136""",chr1,203298758,203305325,-
"""LINC01137""",chr1,37454879,37474443,-
"""LINC01138""",chr1,148432959,148459920,-
"""LINC01139""",chr1,238480384,238486017,-
"""LINC01140""",chr1,87129765,87169203,+
"""LINC01141""",chr1,20359801,20428794,-
"""LINC01142""",chr1,170271405,170284208,-
"""LINC01143""",chr2,70887871,70889984,+
"""LINC01144""",chr1,45303910,45305619,+
"""LINC01146""",chr14,88024550,88087344,+
"""LINC01150""",chr11,1896759,1908359,+
"""LINC01151""",chr8,122670385,122694106,-
"""LINC01152""",chr17,72030654,72041297,+
"""LINC01158""",chr2,104805425,104853183,-
"""LINC01159""",chr2,104865497,104872595,-
"""LINC01160""",chr1,111599007,111608318,-
"""LINC01162""",chr7,20835431,21023148,+
"""LINC01163""",chr10,128285950,128317726,+
"""LINC01164""",chr10,131772398,131790199,-
"""LINC01166""",chr10,132943967,132965289,-
"""LINC01167""",chr10,132961340,132962237,-
"""LINC01168""",chr10,132965534,132976497,+
"""LINC01169""",chr15,66582190,66685798,+
"""LINC01170""",chr5,124059794,124438520,-
"""LINC01173""",chr2,234682668,234717764,+
"""LINC01176""",chr7,30390885,30404054,+
"""LINC01177""",chr16,9441294,9444985,-
"""LINC01179""",chr4,165684639,165762778,+
"""LINC01180""",chr17,44646364,44650349,-
"""LINC01182""",chr4,13655179,13931228,+
"""LINC01184""",chr5,128021551,128083074,-
"""LINC01185""",chr2,60847760,60881314,-
"""LINC01186""",chrX,46325924,46327674,-
"""LINC01187""",chr5,170191647,170199141,-
"""LINC01189""",chr9,62452490,62522018,+
"""LINC01191""",chr2,113979569,114007310,+
"""LINC01192""",chr3,163177243,163303301,-
"""LINC01193""",chr15,20940438,20993304,+
"""LINC01194""",chr5,12574857,12805183,+
"""LINC01195""",chr16,9446013,9455505,-
"""LINC01197""",chr15,95279290,95327100,-
"""LINC01198""",chr13,46455204,46466776,-
"""LINC01201""",chrX,131016469,131058146,-
"""LINC01202""",chr5,161910462,162001196,-
"""LINC01203""",chrX,13335241,13341825,+
"""LINC01204""",chrX,45505388,45527239,+
"""LINC01205""",chr3,109409990,109495167,+
"""LINC01206""",chr3,181952364,182010676,+
"""LINC01207""",chr4,164754131,164803795,+
"""LINC01208""",chr3,176604148,176635532,-
"""LINC01209""",chr3,176814156,176817001,-
"""LINC01210""",chr3,137771911,137780877,+
"""LINC01212""",chr3,69999744,70015300,+
"""LINC01213""",chr3,150238519,150240205,+
"""LINC01214""",chr3,150265407,150323747,-
"""LINC01215""",chr3,108125064,108138610,+
"""LINC01216""",chr4,100660279,100675113,-
"""LINC01219""",chr11,46272,1993469,+
"""LINC01220""",chr14,75294404,75296408,+
"""LINC01221""",chr1,199016133,199076735,+
"""LINC01222""",chr1,198992589,199018964,-
"""LINC01224""",chr19,23399236,23416074,-
"""LINC01225""",chr1,31500085,31508566,+
"""LINC01226""",chr1,31518435,31524245,+
"""LINC01227""",chr16,80567103,80572808,-
"""LINC01229""",chr16,79770471,79801343,+
"""LINC01230""",chr9,1048143,1048640,+
"""LINC01231""",chr9,3181589,3200500,+
"""LINC01232""",chr13,99486962,99499306,-
"""LINC01233""",chr19,22532626,22533494,+
"""LINC01234""",chr12,113744577,113773683,-
"""LINC01237""",chr2,4621,242078722,+
"""LINC01239""",chr9,22646200,22824213,+
"""LINC01241""",chr9,25780056,25812968,+
"""LINC01242""",chr9,30388935,30408454,-
"""LINC01246""",chr2,6626109,6634706,-
"""LINC01247""",chr2,6366010,6375422,-
"""LINC01248""",chr2,5634141,5691118,-
"""LINC01249""",chr2,4628218,4656222,-
"""LINC01250""",chr2,2895048,3126026,-
"""LINC01251""",chr9,33732975,33738416,-
"""LINC01252""",chr12,11548030,11564401,+
"""LINC01254""",chr18,10405133,10414370,-
"""LINC01255""",chr18,11488570,11506983,+
"""LINC01256""",chr4,132591089,132678500,+
"""LINC01257""",chr12,131165011,131212931,+
"""LINC01258""",chr4,38420662,38523180,-
"""LINC01260""",chr20,44656451,44671739,-
"""LINC01262""",chr4,307218,189661486,+
"""LINC01264""",chr10,42979017,42981507,-
"""LINC01265""",chr5,38710367,38720273,-
"""LINC01266""",chr3,592105,846015,+
"""LINC01267""",chr3,14348451,14352568,-
"""LINC01268""",chr6,113868014,113873347,-
"""LINC01269""",chr14,70698698,70712153,+
"""LINC01270""",chr20,50292720,50314919,+
"""LINC01271""",chr20,50310711,50321342,-
"""LINC01272""",chr20,50267486,50279795,+
"""LINC01273""",chr20,50172570,50176671,+
"""LINC01276""",chr6,41502444,41519852,+
"""LINC01277""",chr6,142966421,143037582,-
"""LINC01278""",chrX,63426559,63560993,-
"""LINC01279""",chr3,112596794,112601969,-
"""LINC01280""",chr2,216589993,216606938,-
"""LINC01281""",chrX,39304956,39327362,-
"""LINC01282""",chrX,39367285,39391774,-
"""LINC01284""",chrX,51095836,51171400,-
"""LINC01285""",chrX,118839556,118882014,+
"""LINC01287""",chr7,153399919,153412234,-
"""LINC01288""",chr8,34783921,34864798,+
"""LINC01289""",chr8,63769430,63785497,+
"""LINC01291""",chr2,74909131,74938418,+
"""LINC01296""",chr14,19062377,19337669,+
"""LINC01297""",chr22,15746674,15778289,+
"""LINC01298""",chr8,95207007,95216374,-
"""LINC01299""",chr8,65527008,65562666,-
"""LINC01300""",chr8,7103,141344621,+
"""LINC01301""",chr8,60402171,60413818,-
"""LINC01304""",chr2,3957656,3974032,-
"""LINC01305""",chr2,174326027,174330642,+
"""LINC01307""",chr1,101323837,101377313,+
"""LINC01309""",chr13,103425200,103427685,+
"""LINC01310""",chr22,48866770,48898386,+
"""LINC01311""",chr22,19171706,19172832,+
"""LINC01312""",chr6,133821147,133853992,+
"""LINC01314""",chr15,80195479,80252261,-
"""LINC01315""",chr22,42364400,42369208,-
"""LINC01317""",chr2,33706886,34297746,+
"""LINC01318""",chr2,34067226,34069550,+
"""LINC01320""",chr2,34677557,34722563,+
"""LINC01322""",chr3,165206960,165513728,+
"""LINC01324""",chr3,164714095,164831480,-
"""LINC01327""",chr3,167392796,167408519,+
"""LINC01330""",chr3,167895948,167924009,+
"""LINC01331""",chr5,74369376,74536976,-
"""LINC01333""",chr5,74322486,74328357,+
"""LINC01335""",chr5,74306410,74308325,-
"""LINC01336""",chr5,75047719,75052643,-
"""LINC01337""",chr5,80608621,80622524,-
"""LINC01338""",chr5,82850865,82859836,-
"""LINC01339""",chr5,90158339,90290071,-
"""LINC01340""",chr5,97504696,97671051,+
"""LINC01341""",chr1,246789617,246791486,+
"""LINC01342""",chr1,1137017,1144054,+
"""LINC01343""",chr1,38209034,38214767,-
"""LINC01344""",chr1,182203945,182314061,-
"""LINC01346""",chr1,3940612,3952583,+
"""LINC01347""",chr1,68422,243101744,-
"""LINC01348""",chr1,235065474,235069818,-
"""LINC01349""",chr1,100627050,100647004,-
"""LINC01350""",chr1,185558380,185628488,-
"""LINC01351""",chr1,190478260,190481394,+
"""LINC01352""",chr1,220829255,220832428,+
"""LINC01353""",chr1,203287152,203288796,+
"""LINC01354""",chr1,234527891,234531779,-
"""LINC01355""",chr1,23281309,23285518,-
"""LINC01356""",chr1,112820169,112850643,-
"""LINC01358""",chr1,59020476,59088247,+
"""LINC01359""",chr1,64979577,65002476,-
"""LINC01360""",chr1,73306170,73338877,+
"""LINC01361""",chr1,82973883,82986208,-
"""LINC01363""",chr1,167175362,167195805,-
"""LINC01364""",chr1,87353526,87371655,-
"""LINC01365""",chr4,119799106,119804515,-
"""LINC01366""",chr5,170331393,170335100,+
"""LINC01370""",chr20,40004461,40008529,+
"""LINC01372""",chr7,67335976,67340026,+
"""LINC01375""",chr10,89915489,89957373,-
"""LINC01377""",chr5,3177835,3181232,+
"""LINC01378""",chr4,117428398,117689103,+
"""LINC01381""",chr2,25204313,25209202,+
"""LINC01384""",chr20,22587522,22607517,-
"""LINC01386""",chr5,73454190,73472966,-
"""LINC01387""",chr18,6511416,6590653,+
"""LINC01389""",chr1,47380796,47437317,-
"""LINC01391""",chr3,138935189,138944020,-
"""LINC01392""",chr7,115123599,115231355,-
"""LINC01393""",chr7,115078958,115126314,+
"""LINC01395""",chr11,129612121,129617269,-
"""LINC01396""",chr4,4844437,4850827,+
"""LINC01397""",chr1,110082688,110109719,+
"""LINC01398""",chr1,46446673,46449704,-
"""LINC01399""",chr22,35119824,35231056,-
"""LINC01402""",chrX,120117642,120119700,-
"""LINC01405""",chr12,110936602,110937446,+
"""LINC01410""",chr9,62801465,62813486,+
"""LINC01411""",chr5,174336354,174527139,+
"""LINC01412""",chr2,144521868,144579434,+
"""LINC01413""",chr15,57319138,57325039,+
"""LINC01416""",chr18,55881688,55920199,-
"""LINC01419""",chr8,83403758,83408897,+
"""LINC01420""",chrX,56729285,56817571,+
"""LINC01422""",chr22,26903292,26920610,+
"""LINC01423""",chr21,38326359,38346076,-
"""LINC01424""",chr21,44802241,44804716,+
"""LINC01425""",chr21,21746985,21797415,+
"""LINC01426""",chr21,34745825,34784871,+
"""LINC01427""",chr20,22280229,22282801,-
"""LINC01428""",chr20,7146467,7254202,-
"""LINC01429""",chr20,51831797,51862913,-
"""LINC01430""",chr20,44448777,44450557,-
"""LINC01431""",chr20,23356594,23358127,-
"""LINC01432""",chr20,22054090,22074654,+
"""LINC01433""",chr20,4193090,4195953,+
"""LINC01435""",chr10,107871576,108069293,-
"""LINC01436""",chr21,36005320,36008295,+
"""LINC01440""",chr20,55423043,55426791,+
"""LINC01441""",chr20,55420336,55427197,-
"""LINC01443""",chr18,14946267,14973756,+
"""LINC01444""",chr18,14969607,14970468,-
"""LINC01445""",chr7,54330697,54349845,+
"""LINC01446""",chr7,53655509,53811931,-
"""LINC01447""",chr7,47621939,47629893,+
"""LINC01448""",chr7,42661726,42706447,-
"""LINC01449""",chr7,41101604,41133501,+
"""LINC01450""",chr7,40964678,40979939,-
"""LINC01455""",chr5,79936579,79967626,+
"""LINC01461""",chr1,84597964,84621031,-
"""LINC01465""",chr12,62601751,62603434,-
"""LINC01467""",chr14,81605347,81623061,-
"""LINC01468""",chr10,52450877,52470533,-
"""LINC01470""",chr5,152618965,152972349,-
"""LINC01471""",chr3,127497601,127537780,-
"""LINC01473""",chr2,186033534,186086317,-
"""LINC01474""",chr9,72871729,72874109,-
"""LINC01475""",chr10,99526350,99531177,-
"""LINC01476""",chr17,59430869,59526857,-
"""LINC01477""",chr18,40066286,40099233,+
"""LINC01478""",chr18,44323435,44531697,-
"""LINC01479""",chr12,67929235,67970017,+
"""LINC01480""",chr19,145097,41536904,+
"""LINC01481""",chr12,70222191,70243360,-
"""LINC01482""",chr17,68628154,68679606,+
"""LINC01483""",chr17,69593987,69903000,+
"""LINC01484""",chr5,173707599,173746209,-
"""LINC01485""",chr5,173786790,173790942,-
"""LINC01486""",chr12,109354187,109359488,-
"""LINC01487""",chr3,155240945,155243123,+
"""LINC01488""",chr11,69485561,69493543,+
"""LINC01489""",chr12,15001833,15006683,+
"""LINC01490""",chr12,80763154,80770715,+
"""LINC01491""",chr15,47803384,47846236,-
"""LINC01492""",chr9,103140528,103325033,-
"""LINC01493""",chr11,38648858,38655249,+
"""LINC01494""",chr2,218900815,218930637,-
"""LINC01495""",chr11,22445672,22492019,-
"""LINC01496""",chrX,51499909,51507441,-
"""LINC01497""",chr17,69961707,69983544,+
"""LINC01498""",chr12,108459425,108473689,-
"""LINC01499""",chr11,41714568,41836442,+
"""LINC01500""",chr14,58828288,59017328,+
"""LINC01501""",chr9,90462432,90582746,-
"""LINC01502""",chr9,135574925,135587112,+
"""LINC01503""",chr9,129336923,129347477,+
"""LINC01504""",chr9,72305436,72343210,+
"""LINC01505""",chr9,106616058,106679800,+
"""LINC01506""",chr9,68543541,68546602,-
"""LINC01507""",chr9,79824530,80034555,+
"""LINC01508""",chr9,90300896,90433489,-
"""LINC01509""",chr9,107420284,107466585,-
"""LINC01510""",chr7,116563594,116614820,-
"""LINC01511""",chr5,133936,1380073,-
"""LINC01512""",chr6,43891028,43938207,+
"""LINC01514""",chr10,101176322,101194147,+
"""LINC01515""",chr10,65571425,65766541,+
"""LINC01516""",chr10,25113058,25161233,+
"""LINC01517""",chr10,28743650,28808219,+
"""LINC01518""",chr10,42673013,42691759,-
"""LINC01519""",chr10,85193421,85198938,-
"""LINC01520""",chr10,85449592,85492001,+
"""LINC01521""",chr22,31346759,31351155,+
"""LINC01522""",chr20,47980093,47990117,-
"""LINC01523""",chr20,47983226,47984313,+
"""LINC01524""",chr20,52620838,52650426,+
"""LINC01525""",chr1,117295466,117321336,+
"""LINC01526""",chr6,81813286,81814192,-
"""LINC01529""",chr19,35788876,35797909,-
"""LINC01530""",chr19,51591783,51594380,-
"""LINC01531""",chr19,35405607,35416840,+
"""LINC01532""",chr19,29002555,29013955,+
"""LINC01533""",chr19,32025862,32048899,+
"""LINC01534""",chr19,36685439,36687449,-
"""LINC01535""",chr19,37251885,37265535,+
"""LINC01537""",chr11,72570656,72573222,+
"""LINC01538""",chr18,64213083,64260055,-
"""LINC01539""",chr18,56083356,56137536,-
"""LINC01541""",chr18,71519964,71578956,-
"""LINC01543""",chr18,26422995,26438044,+
"""LINC01544""",chr18,61748176,61754695,+
"""LINC01545""",chrX,46887419,46899704,-
"""LINC01546""",chrX,3271820,3284653,+
"""LINC01547""",chr21,44933284,44939913,-
"""LINC01548""",chr21,33165470,33170236,-
"""LINC01549""",chr21,17438890,17449185,+
"""LINC01550""",chr14,97925610,97978124,-
"""LINC01551""",chr14,28772704,28794794,+
"""LINC01552""",chr10,23203816,23239792,-
"""LINC01553""",chr10,59958217,59960913,-
"""LINC01554""",chr5,95852232,95860132,+
"""LINC01555""",chr1,84628230,84635020,-
"""LINC01556""",chr6,209346,28944538,+
"""LINC01558""",chr6,167784539,167796859,-
"""LINC01559""",chr12,13370671,13376745,-
